taxa	trait1
Blautia_wexlerae-_-EF036467--_WAL_14507_T	37
Blautia_luti-_-AB691576--_DSM_14534_T	37
Blautia_hydrogenotrophica-_-ACBZ01000217--_DSM_10507_T	37
Butyrivibrio_fibrisolvens-_-X89970--_NCDO_2221_T	37
Stomatobaculum_longum-_-HM120209--_ACC2_T	37
Marvinbryantia_formatexigens-_-ACCL02000018--_DSM_14469_T	37
Enterocloster_clostridioformis-_-M59089--_ATCC_25537_T	33.5
Enterocloster_citroniae-_-DQ279737--_RMA_16102_T	37
Lacrimispora_saccharolytica-_-CP002109--_WM1_T	37
Hungatella_hathewayi-_-AJ311620--_DSM_13479_=_CCUG_43506_T	37
Lachnoanaerobaculum_saburreum-_-AB525414--_JCM_11021_T	37
Butyrivibrio_crossotus-_-FR733670--_DSM2876_T	37
Oribacterium_asaccharolyticum-_-HM120211--_ACB7_T	37
Oribacterium_parvum-_-HM120210--_ACB1_T	37
Oribacterium_sinus-_-AY323228--_AIP_354.02_T	37
Roseburia_hominis-_-CP003040--_A2-183_T	37
Roseburia_intestinalis-_-AJ312385--_L1-82_T	37
Roseburia_faecis-_-AY305310--_M72/1_T	37
Eubacterium_ramulus-_-L34623--_ATCC_29099_T	37
Roseburia_inulinivorans-_-AJ270473--_A2-194_T	37
Shuttleworthia_satelles-_-ACIP02000001--_DSM_14600_T	37
Lachnobacterium_bovis-_-AF298663--_LRC_5382-_ATCC_BAA-151_T	37
Clostridium_symbiosum-_-M59112--_ATCC_14940_T	39
Lachnospira_multipara-_-FR733699--_DSM3073_T	37
Anaerocolumna_jejuensis-_-AY494606--_HY-35-12_T	30
Clostridium_phytofermentans-_-CP000885--_ISDg_T	37
Anaerostipes_hadrus-_-FR749932--_DSM_3319_T	37
Anaerostipes_caccae-_-ABAX03000031--_DSM_14662_T	37
Anaerobutyricum_hallii-_-L34621--_ATCC_27751_T	37
Coprococcus_eutactus-_-EF031543--_ATCC_27759_T	37
Eubacterium_ruminantium-_-AB008552--_GA195_T	39
Cellulosilyticum_lentocellum-_-CP002582--_DSM_5427_T	40
Cellulosilyticum_ruminicola-_-EF382648--_H1_T	25
Intestinibacter_bartlettii-_-AY438672--_WAL_16138_T	37
Romboutsia_lituseburensis-_-M59107--_ATCC_25759_T	37
Peptacetobacter_hiranonis-_-AB023970--_TO-931_T	37
Asaccharospora_irregularis-_-X73447--_DSM_2635_T	37
Clostridium_paradoxum-_-Z69931--_DSM_7308T_T	55
Peptoclostridium_acidaminophilum-_-CP007452--_DSM_3953_n_T	34
Alkaliphilus_oremlandii-_-CP000853--_OhILAs_T	37
Natronincola_ferrireducens-_-EU878275--_Z-0511_T	35
Natronincola_peptidivorans-_-EF382661--_Z-7031_T	35
Eubacterium_sulci-_-AJ006963--_ATCC_35585_T	37
Eubacterium_minutum-_-AJ005636--_ATCC_700079_T	37
Eubacterium_nodatum-_-Z36274--_ATCC_33099_T	37
Peptoniphilus_harei-_-Y07839--_DSM_10020-_SBH432_T	37
Peptoniphilus_timonensis-_-JN657222--_JC401_T	37
Peptoniphilus_duerdenii-_-EU526290--_WAL_18896_T	37
Peptoniphilus_lacrimalis-_-AF542230--_CCUG_31350_T	37
Anaerosphaera_aminiphila-_-AB298735--_WN036_T	30
Peptoniphilus_indolicus-_-AY153431--_CCUG_46591_T	37
Anaerococcus_prevotii-_-CP001708--_DSM_20548_T	37
Anaerococcus_tetradius-_-ACGC01000107--_ATCC_35098_T	37
Anaerococcus_octavius-_-Y07841--_NCTC_9810_T	37
Anaerococcus_lactolyticus-_-AB673373--_JCM_8140_T	37
Anaerococcus_hydrogenalis-_-ABXA01000039--_DSM_7454_T	37
Anaerococcus_senegalensis-_-JF824805--_JC48_T	37
Anaerococcus_vaginalis-_-AB691575--_JCM_8138_T	37
Anaerococcus_pacaensis-_-HM587325--_9403502_T	37
Parvimonas_micra-_-AY323523--_ATCC_33270_T	37
Kallipyga_massiliensis-_-JN837487--_ph2_T	37
Helcococcus_kunzii-_-AGEI01000004--_ATCC_51366_T	30
Tepidimicrobium_xylanilyticum-_-EF522948--_PML14_T	60
Caloranaerobacter_azorensis-_-AJ272422--_MV1087_LTP__T	65
Acetobacterium_woodii-_-CP002987--_DSM_1030_T	30
Pseudoramibacter_alactolyticus-_-AB036759--_ATCC_23263_T	37
Eubacterium_limosum-_-CP019962--_ATCC_8486_n_T	37
Anaerofustis_stercorihominis-_-ABIL02000005--_DSM_17244_T	37
Clostridium_butyricum-_-AQQF01000149--_DSM_10702_T	37
Clostridium_colicanis-_-AJ420008--_13634_T	38.5
Clostridium_celatum-_-X77844--_DSM_1785_T	37
Clostridium_perfringens-_-CP000246--_ATCC_13124_T	37
Clostridium_hydrogeniformans-_-DQ196623--_BL-20_T	35
Clostridium_cavendishii-_-DQ196621--_BL-28_T	35
Clostridium_cellulovorans-_-CP002160--_743B_T	37
Youngiibacter_fragilis-_-JF262039--_232.1_T	30
Proteiniclasticum_ruminis-_-DQ852338--_D3RC-2_T	37
Clostridium_ljungdahlii-_-FR733688--_DSM13528_T	37
Clostridium_tyrobutyricum-_-APMH01000060--_ATCC_25755_T	37
Clostridium_magnum-_-X77835--_DSM_2767_T	30
Clostridium_carboxidivorans-_-FR733710--_DSM15243_T	38
Clostridium_pasteurianum-_-FR870440--_CECT_377_T	45
Clostridium_arbusti-_-EU816420--_SL206_T	35
Clostridium_acetobutylicum-_-AE001437--_ATCC_824_T	10
Clostridium_tepidiprofundi-_-EF197795--_SG_508_T	50
Thermobrachium_celere-_-CAVN010000111--_DSM_8682_T	55
Caloramator_australicus-_-EU409943--_KCTC_5601_T	60
Caloramator_fervidus-_-L09187--_RT4._B1_T	65
Caloramator_viterbiensis-_-AF181848--_JW/MS-VS5_T	55
Fervidicella_metallireducens-_-FJ481102--_AeB_T	50
Thermoanaerobacterium_xylanolyticum-_-CP002739--_LX-11_T	60
Thermoanaerobacterium_saccharolyticum-_-L09169--_B6A-RI_T	60
Thermoanaerobacterium_thermosaccharolyticum-_-CP002171--_DSM_571_T	60
Caldanaerobius_polysaccharolyticus-_-ATXZ01000014--_DSM_13641_T	65
Mahella_australiensis-_-CP002360--_50-1_BON_T	50
Clostridium_leptum-_-AJ305238--_DSM_753T_T	37
Ethanoligenens_harbinense-_-AY295777--_YUAN-3_T	37
Clostridium_methylpentosum-_-ACEC01000059--_DSM_5476_T	37
Anaerotruncus_colihominis-_-AJ315980--_14565_T	37
Faecalibacterium_prausnitzii-_-AJ413954--_ATCC_27768_T	37
Eubacterium_siraeum-_-ABCA03000037--_DSM_15702_T	37
Flavonifractor_plautii-_-AGCK01000014--_ATCC_29863_T	37
Pseudoflavonifractor_capillosus-_-AY136666--_ATCC_29799_T	37
Oscillibacter_ruminantium-_-JF750939--_GH1_T	30
Oscillibacter_valericigenes-_-AP012044--_Sjm18-20_T	30
Ruminiclostridium_cellulolyticum-_-CP001348--_H10-_ATCC_35319_T	35
Ruminiclostridium_papyrosolvens-_-ACXX02000011--_DSM_2782_T	25
Acetivibrio_cellulolyticus-_-AEDB02000059--_CD2_T	37
Acetivibrio_thermocellus-_-CP000568--_ATCC_27405_T	60
Acetivibrio_clariflavus-_-AB186359--_EBR45_T	55
Thermoclostridium_stercorarium_subsp._stercorarium-_-AJ310082--_DSM_8532T_T	60
Thermoclostridium_stercorarium_subsp._leptospartum-_-X72870--_TX41_T	60
Lutispora_thermophila-_-AB186360--_EBR46_T	55
Gracilibacter_thermotolerans-_-DQ117465--_JW/YJL-S1_T	45
Anaerobranca_zavarzinii-_-EF190921--_JW/VK-KS5Y_T	55
Desulfosporosinus_youngiae-_-AHLV01000002--_DSM_17734_T	35
Desulfosporosinus_hippei-_-FNCP01000068--_DSM_8344_w_T	30
Desulfosporosinus_meridiei-_-AF076527--_S10_LTP__T	28
Desulfosporosinus_acidiphilus-_-FJ951625--_SJ4_T	30
Desulfosporosinus_acididurans-_-HG316990--_M1_T	30
Desulfosporosinus_orientis-_-Y11570--_DSM_765_T	30
Desulfitobacterium_hafniense-_-CP001336--_DCB-2_T	37
Desulfitobacterium_dehalogenans-_-L28946--_JW/IU-DC1_T	37
Desulfitobacterium_metallireducens-_-CP007032--_853-15A_T	30
Paradesulfitobacterium_aromaticivorans-_-EU711071--_UKTL_T	30
Syntrophobotulus_glycolicus-_-CP002547--_DSM_8271_T	28
Dehalobacter_restrictus-_-CP007033--_PER-K23-_DSM_9455_n_T	30
Heliomicrobium_modesticaldum-_-CP000930--_Ice1-_ATCC_51547_T	50
Natranaerobius_thermophilus-_-DQ417202--_JW/NM-WN-LF_T	50
Dethiobacter_alkaliphilus-_-EF422412--_AHT_1_T	30
Desulforamulus_reducens-_-CP000612--_MI-1_T	37
Desulforamulus_ruminis-_-CP002780--_DSM_2154_T	37
Desulfotomaculum_nigrificans-_-X62176--_NCIMB_8395_-T-_T	55
Desulfurispora_thermophila-_-AY548776--_RA50E1_T	53
Pelotomaculum_thermopropionicum-_-AP009389--_SI_T	55
Pelotomaculum_terephthalicicum-_-AB091323--_JT_T	37
Desulfallas_thermosapovorans-_-Y11575--_DSM_6562_T	50
Desulfofarcimen_acetoxidans-_-CP001720--_DSM_771_T	37
Desulfohalotomaculum_halophilum-_-U88891--_SEBR_3139_T	30
Megasphaera_elsdenii-_-HE576794--_DSM_20460_T	37
Megasphaera_micronuciformis-_-AF473834--_AIP_412.00-_CIP_107280_T	37
Dialister_invisus-_-ACIM02000001--_DSM_15470_T	37
Dialister_succinatiphilus-_-AB370249--_YIT_11850_T	37
Dialister_micraerophilus-_-AFBB01000028--_DSM_19965_T	37
Veillonella_atypica-_-AMEX01000022--_KON_T	37
Veillonella_dispar-_-ACIK02000021--_ATCC_17748_T	37
Veillonella_ratti-_-AB639142--_JCM_6512_T	37
Selenomonas_artemidis-_-GQ422716--_ATCC_43528_T	47
Selenomonas_infelix-_-AF287802--_ATCC_43532_T	37
Selenomonas_flueggei-_-AF287803--_ATCC_43531_T	37
Centipeda_periodontii-_-AJ010963--_DSM_2778-T-_T	37
Selenomonas_sputigena-_-AB643463--_JCM_6580_T	36
Anaerovibrio_lipolyticus-_-AB034191--_ATCC_33276_T	37
Mitsuokella_multacida-_-ABWK02000010--_DSM_20544_T	37
Selenomonas_bovis-_-EF139191--_WG_T	39
Selenomonas_ruminantium_subsp._ruminantium-_-M62702--_GA192_T	39
Megamonas_rupellensis-_-EU346729--_FM1025_T	37
Megamonas_hypermegale-_-AJ420107--_DSM_1672T_T	37
Propionispira_raffinosivorans-_-DQ217599--_VTT_E-90406-_DSM_20765-_ATCC_49691_T	28
Thermosinus_carboxydivorans-_-FR749975--_DSM_14886_T	60
Sporolituus_thermophilus-_-FJ169187--_AeG_T	55
Sporomusa_sphaeroides-_-AJ279801--_DSM_2875__T	35
Sporomusa_ovata-_-AJ279800--_DSM_2662__T	30
Pelosinus_propionicus-_-AM258975--_TmPN3=DSM_13327=ATCC_BAA-626_T	30
Pelosinus_fermentans-_-LK391729--_DSM_17108_T	26
Acetonema_longum-_-AFGF01000106--_DSM_6540_T	30
Anaeromusa_acidaminophila-_-AF071415--_DSM_3853_T	37
Acidaminococcus_fermentans-_-CP001859--_DSM_20731_T	37
Acidaminococcus_intestini-_-AF473835--_ADV_255.99_T	37
Phascolarctobacterium_succinatutens-_-AB490811--_YIT_12067_T	37
Succinispira_mobilis-_-AQZZ01000002--_DSM_6222_T	35
Desulfofundulus_australicus-_-M96665--_AB33_T	65
Desulfofundulus_thermocisternus-_-U33455--_ST90_T	60
Desulfofundulus_kuznetsovii-_-Y11569--_DSM_6115_T	60
Desulfofundulus_thermosubterraneus-_-DQ208688--_RL50JIII_T	60
Persicirhabdus_sediminis-_-AB331886--_YM20-087_T	21
Akkermansia_muciniphila-_-CP001071--_ATCC_BAA-835_T	37
Verrucomicrobium_spinosum-_-ABIZ01000001--_DSM_4136_T	30
Coraliomargarita_akajimensis-_-CP001998--_DSM_45221_T	25
Opitutus_terrae-_-CP001032--_PB90-1_T	28
Chlamydia_abortus-_-D85709--_Ov/B577_-=_ATCC_VR656-_T	37
Chlamydia_gallinacea-_-GQ398026--_08-1274/3_T	37
Chlamydia_avium-_-CP006571--_10DC88_T	37
Chlamydia_caviae-_-D85708--_Gp/Ic_-=_ATCC_VR813-_T	37
Chlamydia_felis-_-D85701--_Fe/Pn-1_-=_ATCC_VR120-_T	32.5
Chlamydia_trachomatis-_-D89067--_HAR-13_T	37
Chlamydia_muridarum-_-D85718--_MoPn/Wiess-Nigg_T	37
Chlamydia_pneumoniae-_-AE009440--_TW-183_T	37
Simkania_negevensis-_-FR872582--_Z_T	25
Rhodopirellula_baltica-_-BX294149--_1_T	28
Pirellula_staleyi-_-CP001848--_DSM_6068_T	26
Gimesia_maris-_-ABCE01000003--_DSM_8797_T	30
Rubinisphaera_brasiliensis-_-CP002546--_DSM_5305_T	30
Planctopirus_limnophila-_-CP001744--_DSM_3776_T	30
Ramlibacter_aquaticus-_-LR593888--_LMG_30558_T	30
Singulisphaera_acidiphila-_-AM850678--_ATCC_BAA-1392=MOB10_T	28
Phycisphaera_mikurensis-_-AP012338--_NBRC_102666_T	25
Chitinivibrio_alkaliphilus-_-JF304641--_ACht1_T	30
Granulicella_tundricola-_-HQ687088--_MP5ACTX9_T	20
Granulicella_mallensis-_-HQ687087--_MP5ACTX8_T	20
Edaphobacter_aggregans-_-DQ528761--_Wbg-1_T	37
Terriglobus_roseus-_-DQ660892--_KBS_63_T	23
Terriglobus_saanensis-_-HM214537--_SP1PR4_T	20
Acidobacterium_capsulatum-_-CP001472--_ATCC_51196_T	30
Geothrix_fermentans-_-AUAU01000033--_DSM_14018_T	35
Holophaga_foetida-_-X77215--_TMBS4T_-DSM_6591T-_T	30
Orenia_marismortui-_-AQZS01000007--_DSM_5156_T	30
Halobacteroides_halobius-_-X89074--_DSM_5150_T	37
Acetohalobium_arabaticum-_-CP002105--_DSM_5501_T	37
Halanaerobium_praevalens-_-CP002175--_DSM_2228_T	30
Halanaerobium_saccharolyticum_subsp._saccharolyticum-_-CAUI01000023--_DSM_6643_T	37
Halothermothrix_orenii-_-CP001098--_H_168-_DSM_9562_T	60
Thermodesulfovibrio_yellowstonii-_-AB231858--_YP87_T	65
Thermodesulfovibrio_hydrogeniphilus-_-EF081294--_Hbr5_T	65
Leptospirillum_ferriphilum-_-AF356829--_ATCC_49881_T	33.5
Thermodesulfobium_narugense-_-AB077817--_Na82_T	50
Mycobacterium_avium_subsp._silvaticum-_-EF521891--_ATCC_49884_T	37
Mycobacterium_colombiense-_-AM062764--_10B_T	37
Mycobacterium_arosiense-_-EF054881--_T1921_T	37
Mycobacterium_pseudoshottsii-_-AB548713--_JCM_15466_T	25
Mycobacterium_haemophilum-_-HE862232--_DSM_44634_T	30
Mycobacterium_algericum-_-GU564404--_Bejaia_T	37
Mycobacterium_neoaurum-_-AF480593--_ATCC_25795_T	37
Mycobacterium_fortuitum_subsp._fortuitum-_-AY457066--_CIP_104534_T	37
Mycobacterium_phlei-_-AF480603--_ATCC_11758_T	37
Mycobacterium_mageritense-_-AJ699399--_DSM_44476_T	37
Hoyosella_subflava-_-CP002786--_DQS3-9A1_T	28
Tomitella_biformata-_-AB491283--_AHU_1821_T	20
Tsukamurella_paurometabola-_-AF283280--_ATCC8368_T	28
Corynebacterium_mucifaciens-_-Y11200--_DMMZ_2278_T	37
Corynebacterium_pilbarense-_-FN295567--_IMMIB_WACC-658_T	37
Corynebacterium_genitalium-_-U87817--_ATCC33030_T	37
Corynebacterium_appendicis-_-AJ314919--_DSM_44531T_T	37
Corynebacterium_pilosum-_-X81908--_ATCC_29592T_T	37
Corynebacterium_massiliense-_-EF217056--_5402485_T	37
Corynebacterium_capitovis-_-AQUV01000005--_DSM_44611_T	37
Corynebacterium_timonense-_-LT629765--_DSM_45434_n_T	37
Corynebacterium_sanguinis-_-CP038157--_CCUG_58655_T	37
Corynebacterium_lipophiloflavum-_-ACHJ01000075--_DSM_44291_T	37
Corynebacterium_tuberculostearicum-_-AJ438050--_CIP107291_T	37
Corynebacterium_propinquum-_-X84438--_CIP_103792_T	37
Corynebacterium_ammoniagenes-_-X84440--_CIP_101283_T	30
Corynebacterium_casei-_-AF267152--_LMG_S-19264_T	30
Corynebacterium_endometrii-_-MK185698--_2069_T	37
Corynebacterium_aurimucosum-_-ACLH01000041--_ATCC_700975_T	37
Corynebacterium_ciconiae-_-AJ555193--_CCUG_47525_T	37
Corynebacterium_durum-_-Z97069--_IBS_G15036_T	37
Corynebacterium_matruchotii-_-ACSH02000003--_ATCC_14266_T	37
Corynebacterium_pseudotuberculosis-_-X81916--_CIP_102968T_T	37
Corynebacterium_vitaeruminis-_-AY438066--_CIP_82.7_T	28
Corynebacterium_aquilae-_-CP009245--_S-613_n_T	37
Corynebacterium_glucuronolyticum-_-X86688--_GF_838_-=DSM_44120-_T	37
Corynebacterium_doosanense-_-EU998655--_CAU_212_T	28
Corynebacterium_lubricantis-_-FM173119--_KSS-3Se_T	27.5
Corynebacterium_halotolerans-_-CP003697--_YIM_70093_=_DSM_44683_T	37
Corynebacterium_marinum-_-DQ219354--_D7015_T	28
Corynebacterium_maris-_-FJ423600--_Coryn-1-_DSM_45190-_LMG_24561_T	28
Corynebacterium_frankenforstense-_-CP009247--_ST18_n_T	28
Corynebacterium_otitidis-_-AHAE01000085--_ATCC_51513_T	37
Corynebacterium_mastitidis-_-Y09806--_S-8-_CECT_4843_T	37
Corynebacterium_caspium-_-AJ566641--_CCUG_44566_T	37
Corynebacterium_deserti-_-HQ612241--_GIMN1.010_T	37
Corynebacterium_callunae-_-CP004354--_DSM_20147_T	28
Corynebacterium_efficiens-_-ACLI01000121--_YS-314_T	30
Corynebacterium_humireducens-_-GQ421281--_MFC-5_T	28
Corynebacterium_nuruki-_-HM165487--_S6-4_T	37
Corynebacterium_terpenotabidum-_-CP003696--_Y-11_T	37
Corynebacterium_glyciniphilum-_-CP006842--_AJ_3170_T	38
Corynebacterium_kroppenstedtii-_-CP001620--_DSM_44385_T	37
Corynebacterium_urealyticum-_-AM942444--_DSM_7109_T	37
Corynebacterium_resistens-_-CP002857--_DSM_45100_T	37
Corynebacterium_bovis-_-AENJ01000027--_DSM_20582_T	37
Corynebacterium_sputi-_-AM930556--_IMMIB_L-999_T	37
Corynebacterium_amycolatum-_-X84244--_NCFB_2768_T	37
Corynebacterium_lactis-_-HE983829--_RW2-5_T	28
Corynebacterium_ulceribovis-_-AQUY01000006--_DSM_45146_T	28
Corynebacterium_sphenisci-_-CP009248--_DSM_44792_n_T	37
Dietzia_alimentaria-_-GQ368824--_72_T	28
Nocardia_niigatensis-_-BAGC01000015--_NBRC_100131_T	28
Nocardia_jiangxiensis-_-BAGB01000020--_NBRC_101359_T	28
Nocardia_exalbida-_-BAFZ01000028--_NBRC_100660_T	28
Nocardia_grenadensis-_-FR729900--_GW5-5797_T	37
Nocardia_rhamnosiphila-_-EF418604--_202GMO_T	28
Nocardia_carnea-_-AF430035--_DSM_43397_T	30
Nocardia_brevicatena-_-AF430040--_DSM_43024_T	28
Nocardia_asteroides-_-AF430019--_DSM_43757_T	28
Nocardia_thailandica-_-BAGK01000053--_NBRC_100428_T	28
Nocardia_abscessus-_-AF218292--_IMMIB_D-1592T_T	28
Nocardia_brasiliensis-_-AF430038--_DSM_43758_T	37
Nocardia_farcinica-_-Z36936--_M._Goodfellow_N898/ATCC_3318_T	37
Nocardia_higoensis-_-AB108778--_IFM_10084_T	28
Nocardia_asiatica-_-BAFS01000062--_NBRC_100129_T	28
Nocardia_aobensis-_-AB126876--_IFM_0372_T	28
Nocardia_mikamii-_-EU484388--_W8061-_DSM_45174_T	28
Nocardia_araoensis-_-AB108779--_IFM_0575_T	28
Nocardia_pneumoniae-_-BAGF01000021--_NBRC_100136_T	28
Nocardia_niwae-_-FJ765056--_W9241-_CCUG_57756_T	37
Nocardia_amikacinitolerans-_-GU985442--_W9988_T	28
Rhodococcus_equi-_-AF490539--_DSM_20307T_T	30
Smaragdicoccus_niigatensis-_-AB243007--_Hou_blue_-=_MBIC_06267-_T	30
Gordonia_neofelifaecis-_-FJ938167--_AD-6_T	28
Gordonia_iterans-_-AB624257--_IFM_10348_T	37
Gordonia_hirsuta-_-ATVK01000035--_DSM_44140_T	28
Gordonia_malaquae-_-AM406674--_IMMIB_WWCC-22_T	29.5
Gordonia_amarae-_-X80635--_DSM43392_T	28
Gordonia_alkanivorans-_-BACI01000096--_NBRC_16433_T	28
Gordonia_namibiensis-_-AF380930--_NAM-BN063A_T	28
Gordonia_amicalis-_-AF101418--_IEGM_T	25
Gordonia_paraffinivorans-_-BAOQ01000072--_NBRC_108238_T	28
Gordonia_araii-_-AB162800--_IFM_10211_T	28
Jongsikchunia_kroppenstedtii-_-AM883151--_NP8-5_T	28
Gordonia_effusa-_-AB162799--_IFM_10200_T	30
Gordonia_otitidis-_-BAFB01000010--_NBRC_100426_T	28
Gordonia_rhizosphera-_-AB004729--_IFO_16068_T	28
Gordonia_bronchialis-_-X79287--_DSM_43247_LTP__T	28
Gordonia_polyisoprenivorans-_-BAEI01000017--_NBRC_16320_T	28
Gordonia_soli-_-AY995560--_CC-AB07_T	31.5
Rhodococcus_jostii-_-JQ828847--_IFO_16295_T	30
Rhodococcus_erythropolis-_-X80618--_DSM43188_T	20
Rhodococcus_qingshengii-_-DQ090961--_djl-6_T	28
Rhodococcus_erythropolis-_-JQ776649--_CCM_4446_T	30
Rhodococcus_imtechensis-_-AY525785--_RKJ300_T	15
Tsukamurella_wratislaviensis-_-Z37138--_NCIMB_13082_T	27
Rhodococcus_triatomae-_-AJ854055--_IMMIB_RIV-085_T	32
Rhodococcus_biphenylivorans-_-KJ546454--_TG9_T	33.5
Rhodococcus_pyridinivorans-_-AF173005--_PDB9_T	33.5
Rhodococcus_ruber-_-X80625--_DSM43338_T	37
Rhodococcus_aetherivorans-_-AF447391--_10bc312_T	28
Segniliparus_rotundus-_-AY608918--_CDC_1076_T	28
Segniliparus_rugosus-_-AY608920--_CDC_945_T	33
Amycolatopsis_mediterranei-_-AJ293754--_IMSNU_20056T_T	26
Amycolatopsis_benzoatilytica-_-ARPK01000001--_AK_16/65_T	28
Amycolatopsis_alba-_-AF051340--_DSM_44262_T	28
Amycolatopsis_orientalis-_-AJ400711--_IMSNU_20058T_T	26
Amycolatopsis_decaplanina-_-AJ508237--_DSM_44594_T	28
Amycolatopsis_nigrescens-_-ARVW01000001--_CSC17Ta-90_T	28
Haloechinothrix_halophila-_-FJ606836--_YIM_93223_T	37
Amycolatopsis_methanolica-_-AJ249135--_IMSNU_20055T_T	28
Amycolatopsis_thermoflava-_-AF052390--_N1165_T	45
Saccharomonospora_cyanea-_-Z38018--_M._Goodfellow_K168=NA134__T	32.5
Saccharomonospora_xinjiangensis-_-AJ306300--_DSM_44391T_T	28
Saccharomonospora_piscinae-_-GU121457--_BCRC_16893_T	37
Saccharomonospora_azurea-_-Z38017--_M.Goodfellow_K161=NA128__T	32.5
Saccharomonospora_viridis-_-Z38007--_M.Goodfellow_K73=NCIB_9602_-_-_T	55
Saccharomonospora_glauca-_-Z38003--_M.Goodfellow_K169_=DSM_43769_-_-_T	37
Saccharomonospora_marina-_-FJ812357--_XMU15_T	28
Saccharomonospora_saliphila-_-DQ367416--_YIM_90502_T	37
Saccharomonospora_halophila-_-AJ278497--_DSM_44411T_T	28
Saccharomonospora_iraqiensis_subsp._paurometabolica-_-AF540959--_YIM90007_T	28
Saccharomonospora_iraqiensis-_-AICW01000026--_IQ-H1_T	28
Thermocrispum_agreste-_-ATYX01000007--_DSM_44070_T	45
Thermocrispum_municipale-_-ATYT01000011--_DSM_44069_T	45
Sciscionella_marina-_-ARAX01000069--_DSM_45152_T	28
Actinopolyspora_halophila-_-AQUI01000002--_DSM_43834_T	37
Actinopolyspora_mortivallis-_-AQZN01000011--_HS-1_T	45
Saccharopolyspora_erythraea-_-AM420293--_NRRL_2338_T	25
Saccharopolyspora_spinosa-_-AEYC01000092--_NRRL_18395_T	28
Saccharopolyspora_rectivirgula-_-JN010255--_DSM_43747_T	55
Pseudonocardia_acaciae-_-EU921261--_GMKU095_T	37
Pseudonocardia_asaccharolytica-_-AUII01000066--_DSM_44247_T	28
Pseudonocardia_dioxanivorans-_-CP002593--_CB1190_T	30
Actinomycetospora_chiangmaiensis-_-ARBI01000033--_DSM_45062_T	28
Actinokineospora_enzanensis-_-ARFV01000009--_DSM_44649_T	28
Actinosynnema_mirum-_-AF328679--_IMSNU_20048T_-IFO_14064T-_T	28
Saccharothrix_espanaensis-_-HE804045--_DSM_44229_T	28
Actinoalloteichus_spitiensis-_-AY426714--_MTCC_6194_T	30
Plantactinospora_alkalitolerans-_-KF494804--_S1510T	28
Salinispora_pacifica-_-DQ224161--_CNR-114_T	28
Salinispora_tropica-_-AY040617--_CNB440_T	28
Salinispora_arenicola-_-AY040619--_CNH-643_T	28
Actinoplanes_friuliensis-_-FR733685--_HAG_010964_T	28
Actinoplanes_maris-_-KR347174--_M4I6T	28
Actinoplanes_globisporus-_-AB037003--_IFO_13912T_T	26
Catenuloplanes_indicus-_-AJ294717--_IMSNU_22099T_T	28
Catenuloplanes_niger-_-AB523881--_NBRC_14177_T	28
Catenuloplanes_atrovinosus-_-AJ294716--_IMSNU_22012T_T	28
Catenuloplanes_castaneus-_-AB588634--_JCM_9537_T	28
Catenuloplanes_japonicus-_-X93201--_DSM_44102_T	28
Catenuloplanes_nepalensis-_-AB523882--_NBRC_15583_T	28
Catenuloplanes_crispus-_-AB024701--_JCM_9312_T	28
Catelliglobosispora_koreensis-_-ARBL01000033--_DSM_44566_T	30
Hamadaea_tsunoensis-_-AF152110--_IMSNU_22005_T	28
Micromonospora_maris-_-AY528866--_AB-18-032_T	28
Longispora_albida-_-AB089241--_K97-0003_T	27
Glycomyces_tenuis-_-ATYW01000042--_DSM_44171_T	28
Stackebrandtia_nassauensis-_-AY650268--_NRRL_B-16338_T	28
Jiangella_gansuensis-_-AY631071--_YIM_002_T	28
Nocardioides_simplex-_-Z78212--_DSM_20130T_T	30
Nocardioides_pyridinolyticus-_-U61298--_OS4_T	28
Nocardioides_halotolerans-_-EF466122--_MSL-23_T	28
Aeromicrobium_marinum-_-ACLF03000003--_DSM_15272_T	28
Aeromicrobium_massiliense-_-JF824798--_JC14_T	28
Cutibacterium_acnes_subsp._acnes-_-AB042288--_ATCC_6919_LTP__T	37
Cutibacterium_acnes_subsp._defendens-_-CP003084--_ATCC_11828_T	30
Arachnia_propionica-_-AJ003058--_DSM_43307_T	37
Cutibacterium_avidum-_-AGBA01000019--_ATCC_25577_T	37
Cutibacterium_granulosum-_-AB638444--_JCM_6498_T	37
Propionibacterium_acidifaciens-_-AUFR01000061--_DSM_21887_T	35
Propionibacterium_freudenreichii_subsp._freudenreichii-_-X53217--_DSM_20271._T	30
Propionibacterium_freudenreichii-_-FJ859879--_DSMZ_20271_T	30
Propionimicrobium_lymphophilum-_-AB729070--_JCM_5829_T	37
Aestuariimicrobium_kwangyangense-_-DQ830982--_R27_T	30
Granulicoccus_phenolivorans-_-AY566575--_PG-02_T	28
Microlunatus_phosphovorus-_-AP012204--_NM-1_T	30
Kribbella_catacumbae-_-AQUZ01000130--_DSM_19601_T	28
Kribbella_flavida-_-AY253863--_KACC_20248_T	28.5
Nonomuraea_coxensis-_-AB274967--_5-38-42_T	30
Streptosporangium_roseum-_-X89947--_DSM43021T_T	28
Thermomonospora_curvata-_-CP001738--_DSM_43183_T	45
Actinomadura_sputi-_-FM957483--_IMMIB_L-889_T	28
Actinomadura_atramentaria-_-AJ420138--_DSM_43919T_T	28
Actinomadura_madurae-_-X97889--_DSM_43067T_T	30
Actinomadura_rifamycini-_-AB557595--_JCM_3309_T	28
