"tip_label"	"accesion"	"taxid"
"'KY194795, Dyella dinghuensis, Dyella dinghuensis, (KY194795), DHOA06 T'"	"KY194795"	1920169
"'KY194796, Dyella flava, Dyella flava, (KY194796), DHOC52 T'"	"KY194796"	1920170
"'KY194797, Dyella halodurans, Dyella halodurans, (KY194797), DHOG02 T'"	"KY194797"	1920171
"'LC197810, Mesobacillus fermenti, Mesobacillus fermenti, (LC197810), M1-2 T'"	"LC197810"	1920257
"'LC197841, Paralkalibacillus indicireducens, Paralkalibacillus indicireducens, (LC197841), M3-6 T'"	"LC197841"	1920268
"'LC153750, Oharaeibacter diazotrophicus, Oharaeibacter diazotrophicus, (LC153750), SM30 T'"	"LC153750"	1920512
"'LC198072, Aliifodinibius saliphilus, Aliifodinibius saliphilus, (LC198072), ECH52 T'"	"LC198072"	1920650
"'LC198077, Aliifodinibius salicampi, Aliifodinibius salicampi, (LC198077), KHM44 T'"	"LC198077"	1920655
"'LT635642, Flavobacterium sufflavum, Flavobacterium sufflavum, (LT635642), BBQ-12 T'"	"LT635642"	1921138
"'KX815990, Nocardioides cavernae, Nocardioides cavernae, (KX815990), YIM A1136 T'"	"KX815990"	1921566
"'KY242511, Pseudonocardia nigra, Pseudonocardia nigra, (KY242511), ATK03 T'"	"KY242511"	1921578
"'MQSU01000003, Boudabousia liubingyangii, Boudabousia liubingyangii, (MQSU01000003), VUL4_1 T'"	"MQSU01000003"	1921764
"'LC199502, Acidocella aquatica, Acidocella aquatica, (LC199502), OK2G T'"	"LC199502"	1922313
"'KX777589, Streptomyces lasiicapitis, Streptomyces lasiicapitis, (KX777589), 3H-HV17(2) T'"	"KX777589"	1923961
"'KX870191, Nonlabens aestuariivivens, Nonlabens aestuariivivens, (KX870191), OITF-31 T'"	"KX870191"	1924271
"'LC200412, Planktotalea lamellibrachiae, Planktotalea lamellibrachiae, (LC200412), JAM 119 T'"	"LC200412"	1924933
"'KY287237, Nocardioides litorisoli, Nocardioides litorisoli, (KY287237), x-2 T'"	"KY287237"	1924938
"'KY287949, Acidovorax lacteus, Acidovorax lacteus, (KY287949), M36 T'"	"KY287949"	1924988
"'MRBK01000096, Bacillus swezeyi, Bacillus swezeyi, (MRBK01000096), NRRL B-41294 T'"	"MRBK01000096"	1925020
"'MRBL01000076, Bacillus haynesii, Bacillus haynesii, (MRBL01000076), NRRL B-41327 T'"	"MRBL01000076"	1925021
"'MK333281, Labedella populi, Labedella populi, (MK333281), 8H24J-4-2 T'"	"MK333281"	1925027
"'MK333282, Labedella phragmitis, Labedella phragmitis, (MK333282), 11W25H-1 T'"	"MK333282"	1925027
"'KX839492, Algoriphagus marinus, Algoriphagus marinus, (KX839492), am2 T'"	"KX839492"	1925762
"'KX839493, Marinobacter salexigens, Marinobacter salexigens, (KX839493), HJR7 T'"	"KX839493"	1925763
"'KX601688, Kribbella deserti, Kribbella deserti, (KX601688), SL15-1 T'"	"KX601688"	1926257
"'LT671591, Bacillus sinesaloumensis, Bacillus sinesaloumensis, (LT671591), type strain: Marseille-P3516 T'"	"LT671591"	1926280
"'KX787933, Desmonostoc salinum, Desmonostoc salinum, (KX787933), CCM-UFV059 T'"	"KX787933"	1926330
"'MF979827, Paraburkholderia telluris, Paraburkholderia telluris, (MF979827), DHOC27 T'"	"MF979827"	1926495
"'MN723157, Paraburkholderia elongata, Paraburkholderia elongata, (MN723157), 5N T'"	"MN723157"	1926495
"'MN723156, Paraburkholderia solitsugae, Paraburkholderia solitsugae, (MN723156), 1N T'"	"MN723156"	1926495
"'MH393406, Paraburkholderia phosphatilytica, Paraburkholderia phosphatilytica, (MH393406), 7QSK02 T'"	"MH393406"	1926495
"'KY310668, Flaviramulus aestuariivivens, Flaviramulus aestuariivivens, (KY310668), OITF-51 T'"	"KY310668"	1926602
"'KX499499, Vicingus serpentipes, Vicingus serpentipes, (KX499499), ANORD5 T'"	"KX499499"	1926625
"'KY310593, Altererythrobacter halimionae, Altererythrobacter halimionae, (KY310593), CPA-5 T'"	"KY310593"	1926630
"'KY244027, Nocardioides litoris, Nocardioides litoris, (KY244027), 002-2 T'"	"KY244027"	1926648
"'KY244028, Pseudokineococcus basanitobsidens, Pseudokineococcus basanitobsidens, (KY244028), SKC1-2 T'"	"KY244028"	1926649
"'KY313411, Acidovorax monticola, Acidovorax monticola, (KY313411), K-4-16 T'"	"KY313411"	1926868
"'KY313412, Dyella agri, Dyella agri, (KY313412), DKC-1 T'"	"KY313412"	1926869
"'KY313413, Lysobacter olei, Lysobacter olei, (KY313413), D-14 T'"	"KY313413"	1926870
"'KY313409, Pedobacter kyonggii, Pedobacter kyonggii, (KY313409), K-4-11-1 T'"	"KY313409"	1926871
"'KY313410, Ramlibacter monticola, Ramlibacter monticola, (KY313410), G-3-2 T'"	"KY313410"	1926872
"'KY744694, Izhakiella australiensis, Izhakiella australiensis, (KY744694), D4N98 T'"	"KY744694"	1926881
"'KY312019, Actinomadura rubteroloni, Actinomadura rubteroloni, (KY312019), RB29 T'"	"KY312019"	1926885
"'KY392537, Mycobacterium aquaticum, Mycobacterium aquaticum, (KY392537), RW6 T'"	"KY392537"	1927124
"'KY449317, Methanonatronarchaeum thermophilum, Methanonatronarchaeum thermophilum, (KY449317), AMET1 T'"	"KY449317"	1927129
"'KY433859, Dyella monticola, Dyella monticola, (KY433859), 4G-K06 T'"	"KY433859"	1927958
"'KY433857, Dyella choica, Dyella choica, (KY433857), 4M-K27 T'"	"KY433857"	1927959
"'KY433858, Dyella psychrodurans, Dyella psychrodurans, (KY433858), 4MSK11 T'"	"KY433858"	1927960
"'KX774280, Echinicola sediminis, Echinicola sediminis, (KX774280), 001-Na2 T'"	"KX774280"	1928082
"'KY344788, Marinobacter vulgaris, Marinobacter vulgaris, (KY344788), F01 T'"	"KY344788"	1928331
"'KX355166, Aliidiomarina soli, Aliidiomarina soli, (KX355166), Y4G10-17 T'"	"KX355166"	1928574
"'KY349447, Bradyrhizobium cajani, Bradyrhizobium cajani, (KY349447), AMBPC1010 T'"	"KY349447"	1928661
"'KY352658, Flavobacterium ovatum, Flavobacterium ovatum, (KY352658), W201E T'"	"KY352658"	1928857
"'KR967368, Alcaligenes endophyticus, Alcaligenes endophyticus, (KR967368), AER10 T'"	"KR967368"	1929088
"'KU379668, Lysobacter solanacearum, Lysobacter solanacearum, (KU379668), T20R-70 T'"	"KU379668"	1929097
"'MW133780, Donghicola mangrovi, Donghicola mangrovi, (MW133780), B5-SW-15 T'"	"MW133780"	1929294
"'LT674162, Kocuria salina, Kocuria salina, (LT674162), DSM 28714 T'"	"LT674162"	1929416
"'KY366443, Streptomyces solisilvae, Streptomyces solisilvae, (KY366443), HNM0141 T'"	"KY366443"	1929477
"'KY020995, Croceivirga radicis, Croceivirga radicis, (KY020995), HSG9 T'"	"KY020995"	1929488
"'LC203062, Demequina sediminis, Demequina sediminis, (LC203062), HT7-17 T'"	"LC203062"	1930058
"'LC203064, Arenivirga flava, Arenivirga flava, (LC203064), HIs16-32 T'"	"LC203064"	1930060
"'LC203065, Litorihabitans aurantiacus, Litorihabitans aurantiacus, (LC203065), HIsM16-52 T'"	"LC203065"	1930061
"'LC203074, Methylomusa anaerophila, Methylomusa anaerophila, (LC203074), MMFC1 T'"	"LC203074"	1930071
"'KX424878, Salegentibacter sediminis, Salegentibacter sediminis, (KX424878), K5023 T'"	"KX424878"	1930251
"'MK559976, Rubripirellula lacrimiformis, Rubripirellula lacrimiformis, (MK559976), K22_7T'"	"MK559976"	1930273
"'MK559974, Roseimaritima multifibrata, Roseimaritima multifibrata, (MK559974), FF011LT'"	"MK559974"	1930274
"'MK559975, Adhaeretor mobilis, Adhaeretor mobilis, (MK559975), HG15A2 T'"	"MK559975"	1930276
"'CP036261, Rosistilla ulvae, Rosistilla ulvae, (CP036261), EC9T'"	"CP036261"	1930277
"'LT546457, Streptococcus caviae, Streptococcus caviae, (LT546457), Cavy grass 6 T'"	"LT546457"	1930533
"'KU530128, Halomonas alkalicola, Halomonas alkalicola, (KU530128), CICC 11012s T'"	"KU530128"	1930622
"'KY381123, Natrinema soli, Natrinema soli, (KY381123), 5-3 T'"	"KY381123"	1930624
"'KY020996, Marivivens niveibacter, Marivivens niveibacter, (KY020996), HSLHS2 T'"	"KY020996"	1930667
"'GQ504012, Leucobacter celer subsp. celer, Leucobacter celer subsp. celer, (GQ504012), NAL101 T'"	"GQ504012"	1930748
"'KX580314, Thermus caldifontis, Thermus caldifontis, (KX580314), YIM 73026 T'"	"KX580314"	1930763
"'AB924532, Bifidobacterium longum subsp. suillum, Bifidobacterium longum subsp. suillum, (AB924532), Su 851 T'"	"AB924532"	1931217
"'KM273125, Marinitenerispora sediminis, Marinitenerispora sediminis, (KM273125), TPS16 T'"	"KM273125"	1931232
"'MF372122, Halopseudomonas phragmitis, Halopseudomonas phragmitis, (MF372122), S-6-2 T'"	"MF372122"	1931241
"'KY417828, Neisseria dumasiana, Neisseria dumasiana, (KY417828), 93087 T'"	"KY417828"	1931275
"'LC203478, Gandjariella thermophila, Gandjariella thermophila, (LC203478), UICC B-83 T'"	"LC203478"	1931992
"'MG971333, Komagataeibacter diospyri, Komagataeibacter diospyri, (MG971333), MSKU 9 T'"	"MG971333"	1932662
"'LT703450, Flavobacterium niveum, Flavobacterium niveum, (LT703450), TAPW14 T'"	"LT703450"	1932749
"'LT703451, Mucilaginibacter limnophilus, Mucilaginibacter limnophilus, (LT703451), YBJ-36 T'"	"LT703451"	1932778
"'KY434002, Edaphobacter flagellatus, Edaphobacter flagellatus, (KY434002), HZ411 T'"	"KY434002"	1933044
"'KX618938, Thioclava sediminum, Thioclava sediminum, (KX618938), TAW-CT134 T'"	"KX618938"	1933450
"'KX618928, Thioclava marina, Thioclava marina, (KX618928), 11.10-0-13 T'"	"KX618928"	1933450
"'KU870747, Aliidiomarina sedimenti, Aliidiomarina sedimenti, (KU870747), GBSy1 T'"	"KU870747"	1933879
"'JX993762, Glutamicibacter halophytocola, Glutamicibacter halophytocola, (JX993762), KLBMP 5180 T'"	"JX993762"	1933880
"'KY441442, Rubrobacter spartanus, Rubrobacter spartanus, (KY441442), HPK2-2 T'"	"KY441442"	1933902
"'JN615417, Gordonia didemni, Gordonia didemni, (JN615417), B204 T'"	"JN615417"	1934933
"'KX024666, Nonomuraea ceibae, Nonomuraea ceibae, (KX024666), XMU 110 T'"	"KX024666"	1935170
"'LT797169, Leucobacter muris, Leucobacter muris, (LT797169), DSM101948 T'"	"LT797169"	1935379
"'KX855661, Photobacterium toruni, Photobacterium toruni, (KX855661), H01100410B T'"	"KX855661"	1935446
"'LT714149, Marinobacter aquaticus, Marinobacter aquaticus, (LT714149), M6-53 T'"	"LT714149"	1935995
"'KY471010, Anaerohalosphaera lusitana, Anaerohalosphaera lusitana, (KY471010), ST-NAGAB-D1 T'"	"KY471010"	1936003
"'KY471008, Thermosulfuriphilus ammonigenes, Thermosulfuriphilus ammonigenes, (KY471008), ST65 T'"	"KY471008"	1936021
"'LC210810, Paenibacillus aurantiacus, Paenibacillus aurantiacus, (LC210810), RC11 T'"	"LC210810"	1936118
"'LT714696, Streptococcus ovuberis, Streptococcus ovuberis, (LT714696), VB15-00779 T'"	"LT714696"	1936207
"'LC210765, Lebetimonas natsushimae, Lebetimonas natsushimae, (LC210765), HS1857 T'"	"LC210765"	1936991
"'LC210808, Dictyobacter aurantiacus, Dictyobacter aurantiacus, (LC210808), S-27 T'"	"LC210808"	1936993
"'LC212942, Saccharopolyspora maritima, Saccharopolyspora maritima, (LC212942), 3SS5_12 T'"	"LC212942"	1937167
"'LT716014, Mycoplasma marinum, Mycoplasma marinum, (LT716014), PE T'"	"LT716014"	1937190
"'LT716015, Mycoplasma todarodis, Mycoplasma todarodis, (LT716015), 5H T'"	"LT716015"	1937191
"'KY492736, Ancylobacter sonchi, Ancylobacter sonchi, (KY492736), Osot T'"	"KY492736"	1937790
"'KY052866, Psittacicella gerlachiana, Psittacicella gerlachiana, (KY052866), JacoT9Past T'"	"KY052866"	1938151
"'KY497472, Alteromonas aestuariivivens, Alteromonas aestuariivivens, (KY497472), JDTF-113 T'"	"KY497472"	1938339
"'KY465722, Desulfothermobacter acidiphilus, Desulfothermobacter acidiphilus, (KY465722), 3408-1 T'"	"KY465722"	1938353
"'LC213622, Virgisporangium myanmarense, Virgisporangium myanmarense, (LC213622), MM04-1133 T'"	"LC213622"	1938555
"'LT717344, Kiloniella majae, Kiloniella majae, (LT717344), M56.1T T'"	"LT717344"	1938558
"'LT717348, Soonwooa purpurea, Soonwooa purpurea, (LT717348), I54 T'"	"LT717348"	1938559
"'MK554542, Posidoniimonas corsicana, Posidoniimonas corsicana, (MK554542), KOR34 T'"	"MK554542"	1938618
"'MK554543, Thalassoglobus neptunius, Thalassoglobus neptunius, (MK554543), Mal48 T'"	"MK554543"	1938619
"'MF872602, Polynucleobacter meluiroseus, Polynucleobacter meluiroseus, (MF872602), AP-Melu-1000-B4 T'"	"MF872602"	1938814
"'MK926443, Polynucleobacter brandtiae, Polynucleobacter brandtiae, (MK926443), UB-Domo-W1 T'"	"MK926443"	1938816
"'OK037149, Polynucleobacter kasalickyi, Polynucleobacter kasalickyi, (OK037149), VK13 T'"	"OK037149"	1938817
"'KT988034, Wohlfahrtiimonas populi, Wohlfahrtiimonas populi, (KT988034), 34c10-3-10 T'"	"KT988034"	1940240
"'MN209902, Phytoactinopolyspora mesophila, Phytoactinopolyspora mesophila, (MN209902), XMNu-373 T'"	"MN209902"	1940290
"'KX815122, Lentibacillus sediminis, Lentibacillus sediminis, (KX815122), 0W14 T'"	"KX815122"	1940529
"'KX815123, Rhodosalinus sediminis, Rhodosalinus sediminis, (KX815123), WDN1C137 T'"	"KX815123"	1940533
"'LT719153, Phreatobacter stygius, Phreatobacter stygius, (LT719153), YC6-17 T'"	"LT719153"	1940610
"'LT719154, Conexibacter stalactiti, Conexibacter stalactiti, (LT719154), YC2-25 T'"	"LT719154"	1940611
"'LT719155, Pigmentiphaga aceris, Pigmentiphaga aceris, (LT719155), SAP-32 T'"	"LT719155"	1940612
"'LT719158, Collimonas antrihumi, Collimonas antrihumi, (LT719158), C3-17 T'"	"LT719158"	1940615
"'LT719160, Angustibacter speluncae, Angustibacter speluncae, (LT719160), YC2-20 T'"	"LT719160"	1940617
"'LT718459, Pseudomonas alloputida, Pseudomonas alloputida, (LT718459), Kh7 T'"	"LT718459"	1940621
"'LT718474, Pseudomonas asiatica, Pseudomonas asiatica, (LT718474), VM14 T'"	"LT718474"	1940636
"'KX601660, Idiomarina andamanensis, Idiomarina andamanensis, (KX601660), W5 T'"	"KX601660"	1940690
"'KC665947, Sedimentisphaera cyanobacteriorum, Sedimentisphaera cyanobacteriorum, (KC665947), L21-RPul-D3 T'"	"KC665947"	1940790
"'KU672518, Sedimentisphaera salicampi, Sedimentisphaera salicampi, (KU672518), ST-PulAB-D4 T'"	"KU672518"	1941349
"'KY560466, Umboniibacter caenipelagi, Umboniibacter caenipelagi, (KY560466), SCTF-16 T'"	"KY560466"	1943576
"'MF554631, Pseudomonas laurylsulfativorans, Pseudomonas laurylsulfativorans, (MF554631), AP3_22 T'"	"MF554631"	1943631
"'KY292376, Psychrobacter pasteurii, Psychrobacter pasteurii, (KY292376), CIP 110853 T'"	"KY292376"	1945520
"'KY292375, Psychrobacter piechaudii, Psychrobacter piechaudii, (KY292375), CIP 110854 T'"	"KY292375"	1945521
"'MF469066, Butyricicoccus porcorum, Butyricicoccus porcorum, (MF469066), BB10 T'"	"MF469066"	1945634
"'CP020612, Paracoccus contaminans, Paracoccus contaminans, (CP020612), RKI 16-01929T=LMG 29738T=CCM 8701T=CIP 111112T n[G] T'"	"CP020612"	1945662
"'KY508610, Kryptousia macronema, Kryptousia macronema, (KY508610), CENA338 T'"	"KY508610"	1945869
"'MN537468, Hallerella porci, Hallerella porci, (MN537468), DSM 104699 T'"	"MN537468"	1945871
"'KX944690, Massilia buxea, Massilia buxea, (KX944690), A9 T'"	"KX944690"	1949069
"'KY999929, Salinicola halimionae, Salinicola halimionae, (KY999929), CPA60 T'"	"KY999929"	1949081
"'KY999930, Salinicola aestuarinus, Salinicola aestuarinus, (KY999930), CPA62 T'"	"KY999930"	1949082
"'KY999931, Salinicola endophyticus, Salinicola endophyticus, (KY999931), CPA92 T'"	"KY999931"	1949083
"'KY999933, Salinicola lusitanus, Salinicola lusitanus, (KY999933), CR50 T'"	"KY999933"	1949085
"'KY315825, Staphylococcus edaphicus, Staphylococcus edaphicus, (KY315825), CCM 8730 T'"	"KY315825"	1955013
"'KY171988, Mucilaginibacter terrae, Mucilaginibacter terrae, (KY171988), CCM 8645 T'"	"KY171988"	1955052
"'KP721487, Novosphingobium endophyticum, Novosphingobium endophyticum, (KP721487), EGI 60015 T'"	"KP721487"	1955250
"'LC215448, Allobacillus salarius, Allobacillus salarius, (LC215448), SKP4-8 T'"	"LC215448"	1955272
"'MG775313, Propionicimonas ferrireducens, Propionicimonas ferrireducens, (MG775313), Y1A-10-1 T'"	"MG775313"	1955624
"'KY614064, Altererythrobacter aquaemixtae, Altererythrobacter aquaemixtae, (KY614064), JSSK-8 T'"	"KY614064"	1958940
"'KY614065, Puniceibacterium confluentis, Puniceibacterium confluentis, (KY614065), JSSK-17 T'"	"KY614065"	1958944
"'KY614066, Erythrobacter aquimixticola, Erythrobacter aquimixticola, (KY614066), JSSK-14 T'"	"KY614066"	1958945
"'KY614191, Pseudomonas floridensis, Pseudomonas floridensis, (KY614191), GEV388 T'"	"KY614191"	1958950
"'KX950758, \"Nitrosopumilus oxyclinae\", \"Nitrosopumilus oxyclinae\", (KX950758), HCE1 T'"	"KX950758"	1959104
"'KY611802, Actinomyces gaoshouyii, Actinomyces gaoshouyii, (KY611802), pika_113 T'"	"KY611802"	1960083
"'KX025140, Flavobacterium inkyongense, Flavobacterium inkyongense, (KX025140), IMCC27201 T'"	"KX025140"	1960096
"'KY386500, Abditibacterium utsteinense, Abditibacterium utsteinense, (KY386500), R-68213 T'"	"KY386500"	1960156
"'KX887333, Rhodococcus gannanensis, Rhodococcus gannanensis, (KX887333), M1 T'"	"KX887333"	1960308
"'LT746188, Klenkia marina, Klenkia marina, (LT746188), YIM M13156, DSM 45722 T'"	"LT746188"	1960309
"'KY635836, Swionibacillus sediminis, Swionibacillus sediminis, (KY635836), BW11-2 T'"	"KY635836"	1960324
"'KY612314, Halalkalibacter urbisdiaboli, Halalkalibacter urbisdiaboli, (KY612314), FJAT-45385 T'"	"KY612314"	1960589
"'LT795113, Chryseobacterium salipaludis, Chryseobacterium salipaludis, (LT795113), JC490 T'"	"LT795113"	1961642
"'MVHY01000001, Mycobacterium abscessus subsp. massiliense, Mycobacterium abscessus subsp. massiliense, (MVHY01000001), CCUG 48898 T'"	"MVHY01000001"	1962118
"'MG783038, Propionibacterium ruminifibrarum, Propionibacterium ruminifibrarum, (MG783038), JV5 T'"	"MG783038"	1962131
"'LC341257, Gelidibacter japonicus, Gelidibacter japonicus, (LC341257), Bio7-1 T'"	"LC341257"	1962232
"'KY322707, Clostridium tepidum, Clostridium tepidum, (KY322707), IEH 97212 T'"	"KY322707"	1962263
"'KY655023, Nocardioides sonneratiae, Nocardioides sonneratiae, (KY655023), BGMRC 0092 T'"	"KY655023"	1962348
"'KY661386, Algoriphagus aquaemixtae, Algoriphagus aquaemixtae, (KY661386), KEM-10 T'"	"KY661386"	1962689
"'KX886358, Chitinimonas lacunae, Chitinimonas lacunae, (KX886358), H2 T'"	"KX886358"	1963018
"'KP721485, Brucella endophytica, Brucella endophytica, (KP721485), EGI60010 T'"	"KP721485"	1963359
"'KY367357, Arboricoccus pini, Arboricoccus pini, (KY367357), B29T1 T'"	"KY367357"	1963835
"'LT578350, Marispirochaeta aestuarii, Marispirochaeta aestuarii, (LT578350), JC 444 T'"	"LT578350"	1963862
"'LT797153, Altererythrobacter lutipelagi, Altererythrobacter lutipelagi, (LT797153), GH1-16 T'"	"LT797153"	1964208
"'LT797154, Palleronia pontilimi, Palleronia pontilimi, (LT797154), GH1-23 T'"	"LT797154"	1964209
"'LT797157, Lutibaculum pontilimi, Lutibaculum pontilimi, (LT797157), GH1-34 T'"	"LT797157"	1964212
"'KY682716, Herbaspirillum piri, Herbaspirillum piri, (KY682716), shQ-4 T'"	"KY682716"	1964312
"'MK049901, Sneathiella limimaris, Sneathiella limimaris, (MK049901), GH1-24 T'"	"MK049901"	1964365
"'LT797538, Varibaculum timonense, Varibaculum timonense, (LT797538), Marseille-P3369 T'"	"LT797538"	1964383
"'KY653239, Aquimarina celericrescens, Aquimarina celericrescens, (KY653239), NS08 T'"	"KY653239"	1964542
"'KY688182, Streptomyces aqsuensis, Streptomyces aqsuensis, (KY688182), TRM46399 T'"	"KY688182"	1964550
"'KY659246, Geofilum rhodophaeum, Geofilum rhodophaeum, (KY659246), HF401 T'"	"KY659246"	1965019
"'KY039174, Saezia sanguinis, Saezia sanguinis, (KY039174), CNM695-12 T'"	"KY039174"	1965230
"'KY694985, Ningiella ruwaisensis, Ningiella ruwaisensis, (KY694985), B66 T'"	"KY694985"	1965253
"'KY694984, Polaribacter insulae, Polaribacter insulae, (KY694984), OITF-22 T'"	"KY694984"	1965254
"'MH719105, Shewanella khirikhana, Shewanella khirikhana, (MH719105), TH2012 T'"	"MH719105"	1965282
"'KY403996, Aliinostoc morphoplasticum, Aliinostoc morphoplasticum, (KY403996), NOS T'"	"KY403996"	1965359
"'LT799401, Paracoccus aeridis, Paracoccus aeridis, (LT799401), JC501 T'"	"LT799401"	1966466
"'MG016490, Colwellia beringensis, Colwellia beringensis, (MG016490), NB097-1 T'"	"MG016490"	1967665
"'KC293513, Rhizobium esperanzae, Rhizobium esperanzae, (KC293513), CNPSo 668 T'"	"KC293513"	1967781
"'LS992154, Chlamydia poikilotherma, Chlamydia poikilotherma, (LS992154), T'"	"LS992154"	1967783
"'LC221816, Spirosoma koreense, Spirosoma koreense, (LC221816), 15J8-5 T'"	"LC221816"	1968274
"'LC221817, Spirosoma harenae, Spirosoma harenae, (LC221817), 15J8-9 T'"	"LC221817"	1968275
"'LC221818, Spirosoma terrae, Spirosoma terrae, (LC221818), 15J9-4 T'"	"LC221818"	1968276
"'LC221819, Spirosoma daeguense, Spirosoma daeguense, (LC221819), 15J9-6 T'"	"LC221819"	1968277
"'LC221820, Spirosoma migulaei, Spirosoma migulaei, (LC221820), 15J9-8 T'"	"LC221820"	1968278
"'LC221821, Spirosoma gilvum, Spirosoma gilvum, (LC221821), 15J10-9T5 T'"	"LC221821"	1968279
"'LC221823, Spirosoma litoris, Spirosoma litoris, (LC221823), 15J16-2T3A T'"	"LC221823"	1968281
"'LC221831, Frondibacter mangrovi, Frondibacter mangrovi, (LC221831), 02OK1 T'"	"LC221831"	1968282
"'LC221842, Natronoarchaeum persicum, Natronoarchaeum persicum, (LC221842), WIIAL99 T'"	"LC221842"	1968283
"'AB542397, Noviherbaspirillum denitrificans, Noviherbaspirillum denitrificans, (AB542397), TSA40 T'"	"AB542397"	1968433
"'MF443455, Streptococcus downii, Streptococcus downii, (MF443455), CECT 9732 T'"	"MF443455"	1968889
"'LT821384, Oceanispirochaeta sediminicola, Oceanispirochaeta sediminicola, (LT821384), SY2 T'"	"LT821384"	1969108
"'MK135800, Geothermobacter hydrogeniphilus, Geothermobacter hydrogeniphilus, (MK135800), EPR-M T'"	"MK135800"	1969733
"'LC223606, Catellatospora sichuanensis, Catellatospora sichuanensis, (LC223606), H14505 T'"	"LC223606"	1969805
"'KY777995, Acidibrevibacterium fodinaquatile, Acidibrevibacterium fodinaquatile, (KY777995), G45-3 T'"	"KY777995"	1969806
"'KU975391, Ciceribacter thiooxidans, Ciceribacter thiooxidans, (KU975391), F43b T'"	"KU975391"	1969821
"'KY787186, Tsukamurella hominis, Tsukamurella hominis, (KY787186), HKU65 T'"	"KY787186"	1970232
"'KY787187, Tsukamurella ocularis, Tsukamurella ocularis, (KY787187), HKU63 T'"	"KY787187"	1970234
"'LC224297, Micromonospora azadirachtae, Micromonospora azadirachtae, (LC224297), AZ1-19 T'"	"LC224297"	1970735
"'KY038374, Euzebya rosea, Euzebya rosea, (KY038374), DSW09 T'"	"KY038374"	1971409
"'KY806198, Methylophilus aquaticus, Methylophilus aquaticus, (KY806198), LTK T'"	"KY806198"	1971610
"'KY806199, Methylobacillus caricis, Methylobacillus caricis, (KY806199), OV T'"	"KY806199"	1971611
"'LC225746, Sulfurivermis fontis, Sulfurivermis fontis, (LC225746), JG42 T'"	"LC225746"	1972068
"'FJ611881, Phytobacter ursingii, Phytobacter ursingii, (FJ611881), ATCC 27989 T'"	"FJ611881"	1972431
"'KY817315, Loktanella acticola, Loktanella acticola, (KY817315), OISW-6 T'"	"KY817315"	1972512
"'MH456879, Sphaerochaeta halotolerans, Sphaerochaeta halotolerans, (MH456879), 4-11 T'"	"MH456879"	1972642
"'KY270876, Nocardioides kandeliae, Nocardioides kandeliae, (KY270876), BGMRC 2075 T'"	"KY270876"	1972704
"'KY643661, Thiosocius teredinicola, Thiosocius teredinicola, (KY643661), PMS-2141T.STBD.0c.01a T'"	"KY643661"	1973002
"'KY930948, Proteus alimentorum, Proteus alimentorum, (KY930948), 08MAS0041 T'"	"KY930948"	1973495
"'KY689833, Herpetosiphon gulosus, Herpetosiphon gulosus, (KY689833), Hp g472 T'"	"KY689833"	1973496
"'KY951464, Vibrio fujianensis, Vibrio fujianensis, (KY951464), FJ201301 T'"	"KY951464"	1974215
"'KY873312, Sphingomonas frigidaeris, Sphingomonas frigidaeris, (KY873312), KER25-10 T'"	"KY873312"	1975704
"'KY886974, Paenibacillus xerothermodurans, Paenibacillus xerothermodurans, (KY886974), ATCC 27380 T'"	"KY886974"	1977292
"'KY086433, Primorskyibacter marinus, Primorskyibacter marinus, (KY086433), PX7 T'"	"KY086433"	1977320
"'KY937952, Vagococcus bubulae, Vagococcus bubulae, (KY937952), SS1994T T'"	"KY937952"	1977868
"'KY937951, Vagococcus vulneris, Vagococcus vulneris, (KY937951), SS1995T T'"	"KY937951"	1977869
"'OM630156, Acinetobacter silvestris, Acinetobacter silvestris, (OM630156), ANC 4999 T'"	"OM630156"	1977882
"'KX881660, Henriciella pelagia, Henriciella pelagia, (KX881660), LA220 T'"	"KX881660"	1977912
"'KY922827, Sediminibacterium roseum, Sediminibacterium roseum, (KY922827), SYL130 T'"	"KY922827"	1978412
"'KP334990, Lysinibacillus endophyticus, Lysinibacillus endophyticus, (KP334990), C9 T'"	"KP334990"	1978490
"'LT838865, Chryseobacterium candidae, Chryseobacterium candidae, (LT838865), JC507 T'"	"LT838865"	1978493
"'KY999932, Salinicola halophyticus, Salinicola halophyticus, (KY999932), CR45 T'"	"KY999932"	1978524
"'KJ862838, Aquidulcibacter paucihalophilus, Aquidulcibacter paucihalophilus, (KJ862838), TH1-2 T'"	"KJ862838"	1978549
"'LT840125, Rhodovarius crocodyli, Rhodovarius crocodyli, (LT840125), CCP-6 T'"	"LT840125"	1979269
"'LT840126, Sphingomonas crocodyli, Sphingomonas crocodyli, (LT840126), CCP-7 T'"	"LT840126"	1979270
"'KY937208, Dyadobacter luticola, Dyadobacter luticola, (KY937208), T17 T'"	"KY937208"	1979387
"'MN538893, Wenzhouxiangella limi, Wenzhouxiangella limi, (MN538893), C33 T'"	"MN538893"	1979961
"'LC259518, Leuconostoc litchii, Leuconostoc litchii, (LC259518), MB7 T'"	"LC259518"	1981069
"'MG519281, Sandarakinorhabdus cyanobacteriorum, Sandarakinorhabdus cyanobacteriorum, (MG519281), TH057 T'"	"MG519281"	1981098
"'MF776580, Niveispirillum lacus, Niveispirillum lacus, (MF776580), 1-14 T'"	"MF776580"	1981099
